,Date,Prefecture,Requiring inpatient care,Discharged from hospital or released from treatment,To be confirmed
665,2020/5/23,Fukushima,11,70,0
666,2020/5/23,Ibaraki,14,145,0
667,2020/5/23,Tochigi,15,47,2
668,2020/5/23,Gunma,24,106,0
669,2020/5/23,Saitama,105,848,0
670,2020/5/23,Chiba,98,762,0
671,2020/5/23,Tokyo,628,4229,10
672,2020/5/23,Kanagawa,286,965,0
673,2020/5/23,Niigata,13,69,1
674,2020/5/23,Toyama,28,178,0
675,2020/5/23,Ishikawa,61,210,0
676,2020/5/23,Fukui,6,108,0
677,2020/5/23,Yamanashi,4,56,0
678,2020/5/23,Nagano,16,60,0
679,2020/5/23,Gifu,5,138,0
680,2020/5/23,Shizuoka,3,70,0
681,2020/5/23,Aichi,25,442,5
682,2020/5/23,Mie,5,39,0
683,2020/5/23,Shiga,16,83,0
684,2020/5/23,Kyoto,35,309,0
685,2020/5/23,Osaka,243,1449,11
686,2020/5/23,Hyogo,54,605,0
687,2020/5/23,Nara,7,82,0
688,2020/5/23,Wakayama,6,54,0
689,2020/5/23,Tottori,1,2,0
690,2020/5/23,Shimane,4,20,0
691,2020/5/23,Okayama,0,25,0
692,2020/5/23,Hiroshima,23,142,0
693,2020/5/23,Yamaguchi,3,34,0
694,2020/5/23,Tokushima,0,4,0
695,2020/5/23,Kagawa,1,27,0
696,2020/5/23,Ehime,30,45,0
697,2020/5/23,Kochi,2,69,0
698,2020/5/23,Fukuoka,41,592,0
699,2020/5/23,Saga,12,33,2
700,2020/5/23,Kumamoto,8,37,0
701,2020/5/23,Oita,2,57,0
702,2020/5/23,Miyazaki,2,15,0
703,2020/5/23,Kagoshima,1,9,0
704,2020/5/23,Okinawa,6,132,0
705,2020/5/24,ALL,2111,13446,20
706,2020/5/24,Hokkaido,234,726,0
707,2020/5/24,Aomori,2,24,0
708,2020/5/24,Iwate,0,0,0
709,2020/5/24,Miyagi,1,86,0
710,2020/5/24,Akita,0,16,0
711,2020/5/24,Yamagata,5,64,0
712,2020/5/24,Fukushima,10,71,0
713,2020/5/24,Ibaraki,14,145,0
714,2020/5/24,Tochigi,15,47,2
715,2020/5/24,Gunma,22,108,0
716,2020/5/24,Saitama,101,852,0
717,2020/5/24,Chiba,95,765,0
718,2020/5/24,Tokyo,633,4239,0
719,2020/5/24,Kanagawa,286,965,0
720,2020/5/24,Niigata,13,69,1
721,2020/5/24,Toyama,28,178,0
722,2020/5/24,Ishikawa,61,210,0
723,2020/5/24,Fukui,5,109,0
724,2020/5/24,Yamanashi,4,56,0
725,2020/5/24,Nagano,16,60,0
726,2020/5/24,Gifu,5,138,0
727,2020/5/24,Shizuoka,4,70,0
728,2020/5/24,Aichi,26,442,4
729,2020/5/24,Mie,4,40,0
730,2020/5/24,Shiga,12,87,0
731,2020/5/24,Kyoto,35,309,0
732,2020/5/24,Osaka,243,1449,11
733,2020/5/24,Hyogo,50,609,0
734,2020/5/24,Nara,7,82,0
735,2020/5/24,Wakayama,6,54,0
736,2020/5/24,Tottori,1,2,0
737,2020/5/24,Shimane,4,20,0
738,2020/5/24,Okayama,0,25,0
739,2020/5/24,Hiroshima,22,143,0
740,2020/5/24,Yamaguchi,3,34,0
741,2020/5/24,Tokushima,0,4,0
742,2020/5/24,Kagawa,0,28,0
743,2020/5/24,Ehime,31,45,0
744,2020/5/24,Kochi,2,69,0
745,2020/5/24,Fukuoka,44,593,0
746,2020/5/24,Saga,12,33,2
747,2020/5/24,Kumamoto,8,37,0
748,2020/5/24,Oita,2,57,0
749,2020/5/24,Miyazaki,2,15,0
750,2020/5/24,Kagoshima,1,9,0
751,2020/5/24,Okinawa,6,133,0
752,2020/5/25,ALL,1939,13643,20
753,2020/5/25,Hokkaido,239,734,0
754,2020/5/25,Aomori,2,24,0
755,2020/5/25,Iwate,0,0,0
756,2020/5/25,Miyagi,1,86,0
757,2020/5/25,Akita,0,16,0
758,2020/5/25,Yamagata,4,65,0
759,2020/5/25,Fukushima,10,71,0
760,2020/5/25,Ibaraki,14,145,0
761,2020/5/25,Tochigi,17,47,1
762,2020/5/25,Gunma,18,112,0
763,2020/5/25,Saitama,87,865,0
764,2020/5/25,Chiba,86,774,0
765,2020/5/25,Tokyo,561,4311,0
766,2020/5/25,Kanagawa,269,991,0
767,2020/5/25,Niigata,8,74,1
768,2020/5/25,Toyama,26,180,0
769,2020/5/25,Ishikawa,60,211,0
770,2020/5/25,Fukui,5,109,0
771,2020/5/25,Yamanashi,2,57,0
772,2020/5/25,Nagano,12,64,0
773,2020/5/25,Gifu,4,139,0
774,2020/5/25,Shizuoka,4,70,0
775,2020/5/25,Aichi,26,442,5
776,2020/5/25,Mie,4,40,0
777,2020/5/25,Shiga,10,89,0
778,2020/5/25,Kyoto,31,312,0
779,2020/5/25,Osaka,212,1480,11
780,2020/5/25,Hyogo,46,613,0
781,2020/5/25,Nara,7,82,0
782,2020/5/25,Wakayama,6,54,0
783,2020/5/25,Tottori,0,3,0
784,2020/5/25,Shimane,4,20,0
785,2020/5/25,Okayama,0,25,0
786,2020/5/25,Hiroshima,19,145,0
787,2020/5/25,Yamaguchi,2,35,0
788,2020/5/25,Tokushima,0,4,0
789,2020/5/25,Kagawa,0,28,0
790,2020/5/25,Ehime,32,45,0
791,2020/5/25,Kochi,2,69,0
792,2020/5/25,Fukuoka,45,596,0
793,2020/5/25,Saga,11,34,2
794,2020/5/25,Kumamoto,8,37,0
795,2020/5/25,Oita,2,57,0
796,2020/5/25,Miyazaki,1,16,0
797,2020/5/25,Kagoshima,1,9,0
798,2020/5/25,Okinawa,5,134,0
799,2020/5/26,ALL,1788,13806,21
800,2020/5/26,Hokkaido,238,736,0
801,2020/5/26,Aomori,2,24,0
802,2020/5/26,Iwate,0,0,0
803,2020/5/26,Miyagi,1,86,0
804,2020/5/26,Akita,0,16,0
805,2020/5/26,Yamagata,3,66,0
806,2020/5/26,Fukushima,9,72,0
807,2020/5/26,Ibaraki,11,145,2
808,2020/5/26,Tochigi,18,47,0
809,2020/5/26,Gunma,15,115,0
810,2020/5/26,Saitama,83,870,0
811,2020/5/26,Chiba,80,780,0
812,2020/5/26,Tokyo,499,4379,0
813,2020/5/26,Kanagawa,248,1012,0
814,2020/5/26,Niigata,8,74,1
815,2020/5/26,Toyama,24,182,0
816,2020/5/26,Ishikawa,61,211,0
817,2020/5/26,Fukui,5,109,0
818,2020/5/26,Yamanashi,2,57,0
819,2020/5/26,Nagano,11,65,0
820,2020/5/26,Gifu,3,140,0
821,2020/5/26,Shizuoka,3,71,0
822,2020/5/26,Aichi,24,444,5
823,2020/5/26,Mie,3,41,0
824,2020/5/26,Shiga,10,89,0
825,2020/5/26,Kyoto,25,318,0
826,2020/5/26,Osaka,188,1502,11
827,2020/5/26,Hyogo,44,615,0
828,2020/5/26,Nara,5,84,0
829,2020/5/26,Wakayama,5,55,0
830,2020/5/26,Tottori,0,3,0
831,2020/5/26,Shimane,4,20,0
832,2020/5/26,Okayama,0,25,0
833,2020/5/26,Hiroshima,18,146,0
834,2020/5/26,Yamaguchi,2,35,0
835,2020/5/26,Tokushima,0,4,0
836,2020/5/26,Kagawa,0,28,0
837,2020/5/26,Ehime,32,45,0
838,2020/5/26,Kochi,1,70,0
839,2020/5/26,Fukuoka,51,596,0
840,2020/5/26,Saga,10,35,2
841,2020/5/26,Kumamoto,7,38,0
842,2020/5/26,Oita,2,57,0
843,2020/5/26,Miyazaki,0,17,0
844,2020/5/26,Kagoshima,0,10,0
845,2020/5/26,Okinawa,5,135,0
846,2020/5/27,ALL,1637,13979,19
847,2020/5/27,Hokkaido,227,755,0
848,2020/5/27,Aomori,2,24,0
849,2020/5/27,Iwate,0,0,0
850,2020/5/27,Miyagi,0,87,0
851,2020/5/27,Akita,0,16,0
852,2020/5/27,Yamagata,3,66,0
853,2020/5/27,Fukushima,7,74,0
854,2020/5/27,Ibaraki,11,147,0
855,2020/5/27,Tochigi,17,48,0
856,2020/5/27,Gunma,14,116,0
857,2020/5/27,Saitama,78,875,0
858,2020/5/27,Chiba,74,787,0
859,2020/5/27,Tokyo,471,4413,0
860,2020/5/27,Kanagawa,229,1034,0
861,2020/5/27,Niigata,7,75,1
862,2020/5/27,Toyama,20,185,0
863,2020/5/27,Ishikawa,61,211,0
864,2020/5/27,Fukui,5,109,0
865,2020/5/27,Yamanashi,2,57,0
866,2020/5/27,Nagano,11,65,0
867,2020/5/27,Gifu,3,140,0
868,2020/5/27,Shizuoka,3,71,0
869,2020/5/27,Aichi,18,450,5
870,2020/5/27,Mie,3,41,0
871,2020/5/27,Shiga,10,89,0
872,2020/5/27,Kyoto,20,322,0
873,2020/5/27,Osaka,166,1525,11
874,2020/5/27,Hyogo,41,618,0
875,2020/5/27,Nara,6,84,0
876,2020/5/27,Wakayama,4,56,0
877,2020/5/27,Tottori,0,3,0
878,2020/5/27,Shimane,4,20,0
879,2020/5/27,Okayama,0,25,0
880,2020/5/27,Hiroshima,17,147,0
881,2020/5/27,Yamaguchi,2,35,0
882,2020/5/27,Tokushima,0,4,0
883,2020/5/27,Kagawa,0,28,0
884,2020/5/27,Ehime,30,47,0
885,2020/5/27,Kochi,1,70,0
886,2020/5/27,Fukuoka,42,607,0
887,2020/5/27,Saga,10,35,2
888,2020/5/27,Kumamoto,7,38,0
889,2020/5/27,Oita,1,58,0
890,2020/5/27,Miyazaki,0,17,0
891,2020/5/27,Kagoshima,0,10,0
892,2020/5/27,Okinawa,5,135,0
893,2020/5/28,ALL,1556,14085,21
894,2020/5/28,Hokkaido,223,763,0
895,2020/5/28,Aomori,1,25,0
896,2020/5/28,Iwate,0,0,0
897,2020/5/28,Miyagi,0,87,0
898,2020/5/28,Akita,0,16,0
899,2020/5/28,Yamagata,3,66,0
900,2020/5/28,Fukushima,7,74,0
901,2020/5/28,Ibaraki,9,149,0
902,2020/5/28,Tochigi,17,48,0
903,2020/5/28,Gunma,14,116,0
904,2020/5/28,Saitama,73,882,0
905,2020/5/28,Chiba,64,797,0
906,2020/5/28,Tokyo,453,4443,0
907,2020/5/28,Kanagawa,229,1034,0
908,2020/5/28,Niigata,7,75,1
909,2020/5/28,Toyama,19,186,0
910,2020/5/28,Ishikawa,58,215,0
911,2020/5/28,Fukui,5,109,0
912,2020/5/28,Yamanashi,2,57,0
913,2020/5/28,Nagano,10,66,0
914,2020/5/28,Gifu,2,141,0
915,2020/5/28,Shizuoka,4,71,0
916,2020/5/28,Aichi,15,453,5
917,2020/5/28,Mie,3,41,0
918,2020/5/28,Shiga,10,89,0
919,2020/5/28,Kyoto,21,321,0
920,2020/5/28,Osaka,148,1539,13
921,2020/5/28,Hyogo,37,622,0
922,2020/5/28,Nara,5,85,0
923,2020/5/28,Wakayama,4,56,0
924,2020/5/28,Tottori,0,3,0
925,2020/5/28,Shimane,2,22,0
926,2020/5/28,Okayama,0,25,0
927,2020/5/28,Hiroshima,13,151,0
928,2020/5/28,Yamaguchi,2,35,0
929,2020/5/28,Tokushima,0,4,0
930,2020/5/28,Kagawa,0,28,0
931,2020/5/28,Ehime,29,49,0
932,2020/5/28,Kochi,1,70,0
933,2020/5/28,Fukuoka,43,614,0
934,2020/5/28,Saga,10,35,2
935,2020/5/28,Kumamoto,6,39,0
936,2020/5/28,Oita,1,58,0
937,2020/5/28,Miyazaki,0,17,0
938,2020/5/28,Kagoshima,0,10,0
939,2020/5/28,Okinawa,4,136,0
940,2020/5/29,ALL,1466,14237,22
941,2020/5/29,Hokkaido,222,770,0
942,2020/5/29,Aomori,1,25,0
943,2020/5/29,Iwate,0,0,0
944,2020/5/29,Miyagi,0,87,0
945,2020/5/29,Akita,0,16,0
946,2020/5/29,Yamagata,3,66,0
947,2020/5/29,Fukushima,7,74,0
948,2020/5/29,Ibaraki,7,151,0
949,2020/5/29,Tochigi,16,49,0
950,2020/5/29,Gunma,13,117,0
951,2020/5/29,Saitama,68,888,0
952,2020/5/29,Chiba,57,804,0
953,2020/5/29,Tokyo,414,4501,0
954,2020/5/29,Kanagawa,197,1080,0
955,2020/5/29,Niigata,5,77,1
956,2020/5/29,Toyama,18,187,0
957,2020/5/29,Ishikawa,56,218,0
958,2020/5/29,Fukui,5,109,0
959,2020/5/29,Yamanashi,4,59,0
960,2020/5/29,Nagano,9,67,0
961,2020/5/29,Gifu,2,141,0
962,2020/5/29,Shizuoka,3,72,0
963,2020/5/29,Aichi,15,453,5
964,2020/5/29,Mie,3,41,0
965,2020/5/29,Shiga,8,91,0
966,2020/5/29,Kyoto,18,323,0
967,2020/5/29,Osaka,148,1539,13
968,2020/5/29,Hyogo,33,625,0
969,2020/5/29,Nara,4,86,0
970,2020/5/29,Wakayama,3,57,0
971,2020/5/29,Tottori,0,3,0
972,2020/5/29,Shimane,1,22,1
973,2020/5/29,Okayama,0,25,0
974,2020/5/29,Hiroshima,13,151,0
975,2020/5/29,Yamaguchi,2,35,0
976,2020/5/29,Tokushima,0,4,0
977,2020/5/29,Kagawa,0,28,0
978,2020/5/29,Ehime,28,50,0
979,2020/5/29,Kochi,1,70,0
980,2020/5/29,Fukuoka,61,616,0
981,2020/5/29,Saga,8,37,2
982,2020/5/29,Kumamoto,6,39,0
983,2020/5/29,Oita,1,58,0
984,2020/5/29,Miyazaki,0,17,0
985,2020/5/29,Kagoshima,0,10,0
986,2020/5/29,Okinawa,4,136,0
987,2020/5/30,ALL,1452,14290,21
988,2020/5/30,Hokkaido,212,783,0
989,2020/5/30,Aomori,1,25,0
990,2020/5/30,Iwate,0,0,0
991,2020/5/30,Miyagi,0,87,0
992,2020/5/30,Akita,0,16,0
993,2020/5/30,Yamagata,3,66,0
994,2020/5/30,Fukushima,6,75,0
995,2020/5/30,Ibaraki,7,151,0
996,2020/5/30,Tochigi,16,49,0
997,2020/5/30,Gunma,12,118,0
998,2020/5/30,Saitama,65,890,0
999,2020/5/30,Chiba,57,805,0
1000,2020/5/30,Tokyo,419,4508,0
1001,2020/5/30,Kanagawa,197,1080,0
1002,2020/5/30,Niigata,5,77,1
1003,2020/5/30,Toyama,18,187,0
1004,2020/5/30,Ishikawa,54,219,0
1005,2020/5/30,Fukui,5,109,0
1006,2020/5/30,Yamanashi,4,59,0
1007,2020/5/30,Nagano,7,69,0
1008,2020/5/30,Gifu,2,141,0
1009,2020/5/30,Shizuoka,3,72,0
1010,2020/5/30,Aichi,15,455,3
1011,2020/5/30,Mie,3,41,0
1012,2020/5/30,Shiga,8,91,0
1013,2020/5/30,Kyoto,18,323,0
1014,2020/5/30,Osaka,133,1552,14
1015,2020/5/30,Hyogo,31,626,0
1016,2020/5/30,Nara,2,88,0
1017,2020/5/30,Wakayama,3,57,0
1018,2020/5/30,Tottori,0,3,0
1019,2020/5/30,Shimane,1,22,1
1020,2020/5/30,Okayama,0,25,0
1021,2020/5/30,Hiroshima,13,151,0
1022,2020/5/30,Yamaguchi,2,35,0
1023,2020/5/30,Tokushima,0,4,0
1024,2020/5/30,Kagawa,0,28,0
1025,2020/5/30,Ehime,28,50,0
1026,2020/5/30,Kochi,1,70,0
1027,2020/5/30,Fukuoka,84,619,0
1028,2020/5/30,Saga,8,37,2
1029,2020/5/30,Kumamoto,3,42,0
1030,2020/5/30,Oita,1,58,0
1031,2020/5/30,Miyazaki,0,17,0
1032,2020/5/30,Kagoshima,0,10,0
1033,2020/5/30,Okinawa,3,137,0
1034,2020/5/31,ALL,1436,14333,22
1035,2020/5/31,Hokkaido,200,799,0
1036,2020/5/31,Aomori,1,25,0
1037,2020/5/31,Iwate,0,0,0
1038,2020/5/31,Miyagi,0,87,0
1039,2020/5/31,Akita,0,16,0
1040,2020/5/31,Yamagata,3,66,0
1041,2020/5/31,Fukushima,6,75,0
1042,2020/5/31,Ibaraki,7,151,0
1043,2020/5/31,Tochigi,16,49,0
1044,2020/5/31,Gunma,12,118,0
1045,2020/5/31,Saitama,67,888,0
1046,2020/5/31,Chiba,57,807,0
1047,2020/5/31,Tokyo,421,4510,0
1048,2020/5/31,Kanagawa,197,1080,0
1049,2020/5/31,Niigata,5,77,1
1050,2020/5/31,Toyama,16,189,0
1051,2020/5/31,Ishikawa,54,219,0
1052,2020/5/31,Fukui,4,110,0
1053,2020/5/31,Yamanashi,4,59,0
1054,2020/5/31,Nagano,7,69,0
1055,2020/5/31,Gifu,2,141,0
1056,2020/5/31,Shizuoka,3,72,0
1057,2020/5/31,Aichi,13,456,4
1058,2020/5/31,Mie,0,44,0
1059,2020/5/31,Shiga,8,91,0
1060,2020/5/31,Kyoto,18,323,0
1061,2020/5/31,Osaka,121,1565,14
1062,2020/5/31,Hyogo,31,626,0
1063,2020/5/31,Nara,2,88,0
1064,2020/5/31,Wakayama,3,57,0
1065,2020/5/31,Tottori,0,3,0
1066,2020/5/31,Shimane,1,22,1
1067,2020/5/31,Okayama,0,25,0
1068,2020/5/31,Hiroshima,11,153,0
1069,2020/5/31,Yamaguchi,2,35,0
1070,2020/5/31,Tokushima,0,4,0
1071,2020/5/31,Kagawa,0,28,0
1072,2020/5/31,Ehime,28,50,0
1073,2020/5/31,Kochi,0,71,0
1074,2020/5/31,Fukuoka,100,620,0
1075,2020/5/31,Saga,8,37,2
1076,2020/5/31,Kumamoto,2,43,0
1077,2020/5/31,Oita,1,58,0
1078,2020/5/31,Miyazaki,0,17,0
1079,2020/5/31,Kagoshima,0,10,0
1080,2020/5/31,Okinawa,3,137,0
1081,2020/6/1,ALL,1341,14481,12
1082,2020/6/1,Hokkaido,195,810,0
1083,2020/6/1,Aomori,0,26,0
1084,2020/6/1,Iwate,0,0,0
1085,2020/6/1,Miyagi,0,87,0
1086,2020/6/1,Akita,0,16,0
1087,2020/6/1,Yamagata,3,66,0
1088,2020/6/1,Fukushima,6,75,0
1089,2020/6/1,Ibaraki,6,152,0
1090,2020/6/1,Tochigi,12,53,0
1091,2020/6/1,Gunma,9,121,0
1092,2020/6/1,Saitama,59,896,0
1093,2020/6/1,Chiba,49,815,0
1094,2020/6/1,Tokyo,405,4539,0
1095,2020/6/1,Kanagawa,184,1102,0
1096,2020/6/1,Niigata,3,79,1
1097,2020/6/1,Toyama,15,190,0
1098,2020/6/1,Ishikawa,52,221,0
1099,2020/6/1,Fukui,2,112,0
1100,2020/6/1,Yamanashi,4,59,0
1101,2020/6/1,Nagano,7,69,0
1102,2020/6/1,Gifu,3,141,0
1103,2020/6/1,Shizuoka,2,73,0
1104,2020/6/1,Aichi,12,457,5
1105,2020/6/1,Mie,0,44,0
1106,2020/6/1,Shiga,8,91,0
1107,2020/6/1,Kyoto,16,325,0
1108,2020/6/1,Osaka,102,1594,4
1109,2020/6/1,Hyogo,27,630,0
1110,2020/6/1,Nara,2,88,0
1111,2020/6/1,Wakayama,3,57,0
1112,2020/6/1,Tottori,0,3,0
1113,2020/6/1,Shimane,2,22,0
1114,2020/6/1,Okayama,0,25,0
1115,2020/6/1,Hiroshima,7,158,0
1116,2020/6/1,Yamaguchi,2,35,0
1117,2020/6/1,Tokushima,0,4,0
1118,2020/6/1,Kagawa,0,28,0
1119,2020/6/1,Ehime,26,52,0
1120,2020/6/1,Kochi,0,71,0
1121,2020/6/1,Fukuoka,107,625,0
1122,2020/6/1,Saga,3,42,2
1123,2020/6/1,Kumamoto,2,43,0
1124,2020/6/1,Oita,1,58,0
1125,2020/6/1,Miyazaki,0,17,0
1126,2020/6/1,Kagoshima,0,10,0
1127,2020/6/1,Okinawa,3,137,0
1128,2020/6/2,ALL,1272,14605,12
1129,2020/6/2,Hokkaido,197,812,0
1130,2020/6/2,Aomori,0,26,0
1131,2020/6/2,Iwate,0,0,0
1132,2020/6/2,Miyagi,0,87,0
1133,2020/6/2,Akita,0,16,0
1134,2020/6/2,Yamagata,3,66,0
1135,2020/6/2,Fukushima,6,75,0
1136,2020/6/2,Ibaraki,5,153,0
1137,2020/6/2,Tochigi,14,53,0
1138,2020/6/2,Gunma,8,122,0
1139,2020/6/2,Saitama,50,905,0
1140,2020/6/2,Chiba,38,827,0
1141,2020/6/2,Tokyo,391,4586,0
1142,2020/6/2,Kanagawa,164,1123,0
1143,2020/6/2,Niigata,1,81,1
1144,2020/6/2,Toyama,12,193,0
1145,2020/6/2,Ishikawa,46,227,0
1146,2020/6/2,Fukui,2,112,0
1147,2020/6/2,Yamanashi,4,59,0
1148,2020/6/2,Nagano,5,71,0
1149,2020/6/2,Gifu,3,141,0
1150,2020/6/2,Shizuoka,2,73,0
1151,2020/6/2,Aichi,12,457,5
1152,2020/6/2,Mie,0,44,0
1153,2020/6/2,Shiga,8,91,0
1154,2020/6/2,Kyoto,16,325,0
1155,2020/6/2,Osaka,93,1602,4
1156,2020/6/2,Hyogo,25,632,0
1157,2020/6/2,Nara,2,88,0
1158,2020/6/2,Wakayama,3,57,0
1159,2020/6/2,Tottori,0,3,0
1160,2020/6/2,Shimane,2,22,0
1161,2020/6/2,Okayama,0,25,0
1162,2020/6/2,Hiroshima,7,158,0
1163,2020/6/2,Yamaguchi,1,36,0
1164,2020/6/2,Tokushima,0,4,0
1165,2020/6/2,Kagawa,0,28,0
1166,2020/6/2,Ehime,24,54,0
1167,2020/6/2,Kochi,0,71,0
1168,2020/6/2,Fukuoka,121,626,0
1169,2020/6/2,Saga,0,45,2
1170,2020/6/2,Kumamoto,1,44,0
1171,2020/6/2,Oita,1,58,0
1172,2020/6/2,Miyazaki,0,17,0
1173,2020/6/2,Kagoshima,0,10,0
1174,2020/6/2,Okinawa,3,137,0
1175,2020/6/3,ALL,1207,14690,12
1176,2020/6/3,Hokkaido,191,821,0
1177,2020/6/3,Aomori,0,26,0
1178,2020/6/3,Iwate,0,0,0
1179,2020/6/3,Miyagi,0,87,0
1180,2020/6/3,Akita,0,16,0
1181,2020/6/3,Yamagata,3,66,0
1182,2020/6/3,Fukushima,6,75,0
1183,2020/6/3,Ibaraki,5,153,0
1184,2020/6/3,Tochigi,14,53,0
1185,2020/6/3,Gunma,8,122,0
1186,2020/6/3,Saitama,47,909,0
1187,2020/6/3,Chiba,37,825,0
1188,2020/6/3,Tokyo,366,4623,0
1189,2020/6/3,Kanagawa,159,1130,0
1190,2020/6/3,Niigata,1,81,1
1191,2020/6/3,Toyama,9,196,0
1192,2020/6/3,Ishikawa,39,233,0
1193,2020/6/3,Fukui,2,112,0
1194,2020/6/3,Yamanashi,4,60,0
1195,2020/6/3,Nagano,5,71,0
1196,2020/6/3,Gifu,3,141,0
1197,2020/6/3,Shizuoka,2,73,0
1198,2020/6/3,Aichi,12,458,5
1199,2020/6/3,Mie,0,44,0
1200,2020/6/3,Shiga,7,92,0
1201,2020/6/3,Kyoto,10,331,0
1202,2020/6/3,Osaka,93,1602,4
1203,2020/6/3,Hyogo,21,636,0
1204,2020/6/3,Nara,1,89,0
1205,2020/6/3,Wakayama,0,60,0
1206,2020/6/3,Tottori,0,3,0
1207,2020/6/3,Shimane,1,23,0
1208,2020/6/3,Okayama,0,25,0
1209,2020/6/3,Hiroshima,6,158,0
1210,2020/6/3,Yamaguchi,1,36,0
1211,2020/6/3,Tokushima,0,4,0
1212,2020/6/3,Kagawa,0,28,0
1213,2020/6/3,Ehime,23,55,0
1214,2020/6/3,Kochi,0,71,0
1215,2020/6/3,Fukuoka,125,628,0
1216,2020/6/3,Saga,0,45,2
1217,2020/6/3,Kumamoto,1,44,0
1218,2020/6/3,Oita,1,58,0
1219,2020/6/3,Miyazaki,0,17,0
1220,2020/6/3,Kagoshima,0,10,0
1221,2020/6/3,Okinawa,2,137,0
1222,2020/6/4,ALL,1141,14795,12
1223,2020/6/4,Hokkaido,183,831,0
1224,2020/6/4,Aomori,0,26,0
1225,2020/6/4,Iwate,0,0,0
1226,2020/6/4,Miyagi,0,87,0
1227,2020/6/4,Akita,0,16,0
1228,2020/6/4,Yamagata,3,66,0
1229,2020/6/4,Fukushima,5,76,0
1230,2020/6/4,Ibaraki,3,155,0
1231,2020/6/4,Tochigi,10,57,0
1232,2020/6/4,Gunma,8,122,0
1233,2020/6/4,Saitama,43,912,0
1234,2020/6/4,Chiba,24,838,0
1235,2020/6/4,Tokyo,368,4648,0
1236,2020/6/4,Kanagawa,143,1151,0
1237,2020/6/4,Niigata,1,81,1
1238,2020/6/4,Toyama,9,196,0
1239,2020/6/4,Ishikawa,39,233,0
1240,2020/6/4,Fukui,2,112,0
1241,2020/6/4,Yamanashi,4,60,0
1242,2020/6/4,Nagano,5,71,0
1243,2020/6/4,Gifu,3,141,0
1244,2020/6/4,Shizuoka,2,73,0
1245,2020/6/4,Aichi,10,460,5
1246,2020/6/4,Mie,0,44,0
1247,2020/6/4,Shiga,5,94,0
1248,2020/6/4,Kyoto,10,331,0
1249,2020/6/4,Osaka,85,1610,4
1250,2020/6/4,Hyogo,16,641,0
1251,2020/6/4,Nara,1,89,0
1252,2020/6/4,Wakayama,0,60,0
1253,2020/6/4,Tottori,0,3,0
1254,2020/6/4,Shimane,1,23,0
1255,2020/6/4,Okayama,0,25,0
1256,2020/6/4,Hiroshima,2,162,0
1257,2020/6/4,Yamaguchi,1,36,0
1258,2020/6/4,Tokushima,0,4,0
1259,2020/6/4,Kagawa,0,28,0
1260,2020/6/4,Ehime,23,55,0
1261,2020/6/4,Kochi,0,71,0
1262,2020/6/4,Fukuoka,127,632,0
1263,2020/6/4,Saga,0,45,2
1264,2020/6/4,Kumamoto,1,44,0
1265,2020/6/4,Oita,1,58,0
1266,2020/6/4,Miyazaki,0,17,0
1267,2020/6/4,Kagoshima,0,10,0
1268,2020/6/4,Okinawa,2,137,0
1269,2020/6/5,ALL,1064,14901,12
1270,2020/6/5,Hokkaido,166,849,0
1271,2020/6/5,Aomori,0,26,0
1272,2020/6/5,Iwate,0,0,0
1273,2020/6/5,Miyagi,0,87,0
1274,2020/6/5,Akita,0,16,0
1275,2020/6/5,Yamagata,3,66,0
1276,2020/6/5,Fukushima,5,76,0
1277,2020/6/5,Ibaraki,3,155,0
1278,2020/6/5,Tochigi,9,58,0
1279,2020/6/5,Gunma,10,122,0
1280,2020/6/5,Saitama,37,918,0
1281,2020/6/5,Chiba,20,839,0
1282,2020/6/5,Tokyo,347,4687,0
1283,2020/6/5,Kanagawa,137,1163,0
1284,2020/6/5,Niigata,1,81,1
1285,2020/6/5,Toyama,7,198,0
1286,2020/6/5,Ishikawa,36,236,0
1287,2020/6/5,Fukui,2,112,0
1288,2020/6/5,Yamanashi,2,62,0
1289,2020/6/5,Nagano,5,71,0
1290,2020/6/5,Gifu,2,142,0
1291,2020/6/5,Shizuoka,2,72,0
1292,2020/6/5,Aichi,8,462,5
1293,2020/6/5,Mie,0,44,0
1294,2020/6/5,Shiga,5,94,0
1295,2020/6/5,Kyoto,8,332,0
1296,2020/6/5,Osaka,78,1617,4
1297,2020/6/5,Hyogo,10,647,0
1298,2020/6/5,Nara,1,89,0
1299,2020/6/5,Wakayama,0,60,0
1300,2020/6/5,Tottori,0,3,0
1301,2020/6/5,Shimane,1,23,0
1302,2020/6/5,Okayama,0,25,0
1303,2020/6/5,Hiroshima,3,162,0
1304,2020/6/5,Yamaguchi,1,36,0
1305,2020/6/5,Tokushima,0,4,0
1306,2020/6/5,Kagawa,0,28,0
1307,2020/6/5,Ehime,18,60,0
1308,2020/6/5,Kochi,0,71,0
1309,2020/6/5,Fukuoka,132,633,0
1310,2020/6/5,Saga,0,45,2
1311,2020/6/5,Kumamoto,1,44,0
1312,2020/6/5,Oita,1,58,0
1313,2020/6/5,Miyazaki,0,17,0
1314,2020/6/5,Kagoshima,0,10,0
1315,2020/6/5,Okinawa,2,137,0
1316,2020/6/6,ALL,1042,14961,11
1317,2020/6/6,Hokkaido,156,863,0
1318,2020/6/6,Aomori,0,26,0
1319,2020/6/6,Iwate,0,0,0
1320,2020/6/6,Miyagi,0,87,0
1321,2020/6/6,Akita,0,16,0
