,Date,Prefecture,Requiring inpatient care,Discharged from hospital or released from treatment,To be confirmed
18485,2021/6/6,Kanagawa,1902,60004,0
18486,2021/6/6,Niigata,221,3036,0
18487,2021/6/6,Toyama,177,1709,0
18488,2021/6/6,Ishikawa,255,3472,3
18489,2021/6/6,Fukui,25,995,0
18490,2021/6/6,Yamanashi,88,1469,0
18491,2021/6/6,Nagano,196,4662,68
18492,2021/6/6,Gifu,605,8335,0
18493,2021/6/6,Shizuoka,581,7910,0
18494,2021/6/6,Aichi,4007,43749,0
18495,2021/6/6,Mie,313,4760,133
18496,2021/6/6,Shiga,404,4810,0
18497,2021/6/6,Kyoto,633,15202,46
18498,2021/6/6,Osaka,7207,90334,907
18499,2021/6/6,Hyogo,1138,37793,6
18500,2021/6/6,Nara,232,7659,0
18501,2021/6/6,Wakayama,52,2485,55
18502,2021/6/6,Tottori,22,435,7
18503,2021/6/6,Shimane,44,501,0
18504,2021/6/6,Okayama,578,6712,75
18505,2021/6/6,Hiroshima,589,9818,427
18506,2021/6/6,Yamaguchi,257,2670,0
18507,2021/6/6,Tokushima,21,1552,0
18508,2021/6/6,Kagawa,85,1931,5
18509,2021/6/6,Ehime,43,2609,0
18510,2021/6/6,Kochi,198,1381,0
18511,2021/6/6,Fukuoka,2853,31233,78
18512,2021/6/6,Saga,82,2456,31
18513,2021/6/6,Kumamoto,343,5892,0
18514,2021/6/6,Oita,202,3182,0
18515,2021/6/6,Miyazaki,73,2937,10
18516,2021/6/6,Kagoshima,273,3209,16
18517,2021/6/6,Okinawa,2730,15622,6
18518,2021/6/7,ALL,39005,707280,1956
18519,2021/6/7,Hokkaido,5965,32686,218
18520,2021/6/7,Aomori,146,2250,0
18521,2021/6/7,Iwate,95,1369,0
18522,2021/6/7,Miyagi,199,8693,1
18523,2021/6/7,Akita,25,717,0
18524,2021/6/7,Yamagata,96,1858,0
18525,2021/6/7,Fukushima,168,4335,0
18526,2021/6/7,Ibaraki,323,9472,0
18527,2021/6/7,Tochigi,240,6190,0
18528,2021/6/7,Gunma,219,7564,0
18529,2021/6/7,Saitama,1205,42485,0
18530,2021/6/7,Chiba,931,36196,0
18531,2021/6/7,Tokyo,3937,157867,0
18532,2021/6/7,Kanagawa,1905,60173,0
18533,2021/6/7,Niigata,188,3071,0
18534,2021/6/7,Toyama,139,1751,0
18535,2021/6/7,Ishikawa,226,3505,3
18536,2021/6/7,Fukui,25,996,0
18537,2021/6/7,Yamanashi,127,1500,25
18538,2021/6/7,Nagano,169,4693,69
18539,2021/6/7,Gifu,579,8385,0
18540,2021/6/7,Shizuoka,504,8017,0
18541,2021/6/7,Aichi,3799,44122,0
18542,2021/6/7,Mie,296,4787,134
18543,2021/6/7,Shiga,382,4847,0
18544,2021/6/7,Kyoto,644,15237,10
18545,2021/6/7,Osaka,6837,90754,910
18546,2021/6/7,Hyogo,1110,37873,8
18547,2021/6/7,Nara,231,7665,0
18548,2021/6/7,Wakayama,45,2493,55
18549,2021/6/7,Tottori,18,439,7
18550,2021/6/7,Shimane,39,508,0
18551,2021/6/7,Okayama,578,6712,85
18552,2021/6/7,Hiroshima,578,9967,328
18553,2021/6/7,Yamaguchi,240,2692,0
18554,2021/6/7,Tokushima,21,1552,0
18555,2021/6/7,Kagawa,85,1933,5
18556,2021/6/7,Ehime,41,2613,0
18557,2021/6/7,Kochi,188,1401,0
18558,2021/6/7,Fukuoka,2802,31362,24
18559,2021/6/7,Saga,81,2460,35
18560,2021/6/7,Kumamoto,322,5919,0
18561,2021/6/7,Oita,188,3196,0
18562,2021/6/7,Miyazaki,73,2937,10
18563,2021/6/7,Kagoshima,269,3228,23
18564,2021/6/7,Okinawa,2569,15886,6
18565,2021/6/8,ALL,37068,710871,1917
18566,2021/6/8,Hokkaido,5747,33003,216
18567,2021/6/8,Aomori,131,2275,0
18568,2021/6/8,Iwate,90,1380,0
18569,2021/6/8,Miyagi,179,8717,6
18570,2021/6/8,Akita,19,723,0
18571,2021/6/8,Yamagata,87,1868,0
18572,2021/6/8,Fukushima,152,4357,0
18573,2021/6/8,Ibaraki,291,9517,0
18574,2021/6/8,Tochigi,240,6218,0
18575,2021/6/8,Gunma,197,7591,0
18576,2021/6/8,Saitama,1188,42581,0
18577,2021/6/8,Chiba,918,36289,0
18578,2021/6/8,Tokyo,3771,158392,0
18579,2021/6/8,Kanagawa,1836,60418,0
18580,2021/6/8,Niigata,175,3090,0
18581,2021/6/8,Toyama,124,1775,0
18582,2021/6/8,Ishikawa,210,3529,3
18583,2021/6/8,Fukui,21,1000,0
18584,2021/6/8,Yamanashi,158,1506,0
18585,2021/6/8,Nagano,150,4720,71
18586,2021/6/8,Gifu,534,8451,0
18587,2021/6/8,Shizuoka,449,8093,0
18588,2021/6/8,Aichi,3603,44406,0
18589,2021/6/8,Mie,270,4829,134
18590,2021/6/8,Shiga,353,4893,0
18591,2021/6/8,Kyoto,480,15409,44
18592,2021/6/8,Osaka,6740,91014,912
18593,2021/6/8,Hyogo,970,38027,9
18594,2021/6/8,Nara,208,7699,0
18595,2021/6/8,Wakayama,39,2501,55
18596,2021/6/8,Tottori,15,442,7
18597,2021/6/8,Shimane,35,512,0
18598,2021/6/8,Okayama,578,6712,92
18599,2021/6/8,Hiroshima,537,10124,242
18600,2021/6/8,Yamaguchi,226,2724,0
18601,2021/6/8,Tokushima,20,1553,0
18602,2021/6/8,Kagawa,79,1942,5
18603,2021/6/8,Ehime,40,2617,0
18604,2021/6/8,Kochi,164,1432,0
18605,2021/6/8,Fukuoka,2579,31609,55
18606,2021/6/8,Saga,68,2474,31
18607,2021/6/8,Kumamoto,301,5945,0
18608,2021/6/8,Oita,158,3227,0
18609,2021/6/8,Miyazaki,40,2972,10
18610,2021/6/8,Kagoshima,240,3265,19
18611,2021/6/8,Okinawa,2497,16117,6
18612,2021/6/9,ALL,35268,714925,2120
18613,2021/6/9,Hokkaido,5531,33581,415
18614,2021/6/9,Aomori,123,2287,0
18615,2021/6/9,Iwate,93,1395,0
18616,2021/6/9,Miyagi,163,8742,6
18617,2021/6/9,Akita,19,724,0
18618,2021/6/9,Yamagata,70,1884,0
18619,2021/6/9,Fukushima,148,4374,0
18620,2021/6/9,Ibaraki,282,9548,0
18621,2021/6/9,Tochigi,244,6247,0
18622,2021/6/9,Gunma,192,7613,0
18623,2021/6/9,Saitama,1232,42656,0
18624,2021/6/9,Chiba,924,36389,0
18625,2021/6/9,Tokyo,3739,158857,0
18626,2021/6/9,Kanagawa,1757,60694,0
18627,2021/6/9,Niigata,161,3109,0
18628,2021/6/9,Toyama,110,1796,0
18629,2021/6/9,Ishikawa,186,3556,3
18630,2021/6/9,Fukui,21,1003,0
18631,2021/6/9,Yamanashi,186,1521,0
18632,2021/6/9,Nagano,153,4731,70
18633,2021/6/9,Gifu,483,8521,0
18634,2021/6/9,Shizuoka,434,8145,0
18635,2021/6/9,Aichi,3343,44828,0
18636,2021/6/9,Mie,243,4868,136
18637,2021/6/9,Shiga,350,4924,0
18638,2021/6/9,Kyoto,435,15496,64
18639,2021/6/9,Osaka,6436,91475,881
18640,2021/6/9,Hyogo,921,38135,4
18641,2021/6/9,Nara,190,7728,0
18642,2021/6/9,Wakayama,31,2508,55
18643,2021/6/9,Tottori,11,446,7
18644,2021/6/9,Shimane,27,521,0
18645,2021/6/9,Okayama,578,6712,104
18646,2021/6/9,Hiroshima,482,10201,246
18647,2021/6/9,Yamaguchi,222,2743,0
18648,2021/6/9,Tokushima,19,1554,0
18649,2021/6/9,Kagawa,78,1949,5
18650,2021/6/9,Ehime,35,2624,0
18651,2021/6/9,Kochi,155,1450,0
18652,2021/6/9,Fukuoka,2111,32132,61
18653,2021/6/9,Saga,61,2482,32
18654,2021/6/9,Kumamoto,257,6002,0
18655,2021/6/9,Oita,129,3262,0
18656,2021/6/9,Miyazaki,34,2979,10
18657,2021/6/9,Kagoshima,230,3288,15
18658,2021/6/9,Okinawa,2481,16305,6
18659,2021/6/10,ALL,33943,718300,1990
18660,2021/6/10,Hokkaido,5116,34094,342
18661,2021/6/10,Aomori,111,2301,0
18662,2021/6/10,Iwate,98,1404,0
18663,2021/6/10,Miyagi,158,8754,8
18664,2021/6/10,Akita,17,726,0
18665,2021/6/10,Yamagata,67,1890,0
18666,2021/6/10,Fukushima,144,4390,0
18667,2021/6/10,Ibaraki,285,9570,0
18668,2021/6/10,Tochigi,250,6273,0
18669,2021/6/10,Gunma,175,7637,0
18670,2021/6/10,Saitama,1129,42866,0
18671,2021/6/10,Chiba,949,36465,0
18672,2021/6/10,Tokyo,3693,159336,0
18673,2021/6/10,Kanagawa,1817,60821,0
18674,2021/6/10,Niigata,156,3129,0
18675,2021/6/10,Toyama,96,1815,0
18676,2021/6/10,Ishikawa,148,3600,3
18677,2021/6/10,Fukui,21,1004,1
18678,2021/6/10,Yamanashi,199,1526,0
18679,2021/6/10,Nagano,145,4750,68
18680,2021/6/10,Gifu,440,8589,0
18681,2021/6/10,Shizuoka,441,8175,0
18682,2021/6/10,Aichi,3279,45130,0
18683,2021/6/10,Mie,231,4897,136
18684,2021/6/10,Shiga,344,4946,0
18685,2021/6/10,Kyoto,443,15551,41
18686,2021/6/10,Osaka,6124,91924,875
18687,2021/6/10,Hyogo,876,38239,5
18688,2021/6/10,Nara,181,7741,0
18689,2021/6/10,Wakayama,30,2514,56
18690,2021/6/10,Tottori,11,446,7
18691,2021/6/10,Shimane,25,523,0
18692,2021/6/10,Okayama,578,6712,112
18693,2021/6/10,Hiroshima,451,10287,217
18694,2021/6/10,Yamaguchi,203,2773,0
18695,2021/6/10,Tokushima,15,1558,0
18696,2021/6/10,Kagawa,79,1958,5
18697,2021/6/10,Ehime,29,2631,0
18698,2021/6/10,Kochi,153,1463,0
18699,2021/6/10,Fukuoka,2009,32295,40
18700,2021/6/10,Saga,57,2491,36
18701,2021/6/10,Kumamoto,224,6045,0
18702,2021/6/10,Oita,115,3280,0
18703,2021/6/10,Miyazaki,34,2980,10
18704,2021/6/10,Kagoshima,222,3313,22
18705,2021/6/10,Okinawa,2424,16528,6
18706,2021/6/11,ALL,32235,721837,1746
18707,2021/6/11,Hokkaido,4774,34424,202
18708,2021/6/11,Aomori,98,2316,0
18709,2021/6/11,Iwate,110,1408,0
18710,2021/6/11,Miyagi,145,8776,7
18711,2021/6/11,Akita,15,727,0
18712,2021/6/11,Yamagata,58,1900,0
18713,2021/6/11,Fukushima,144,4390,0
18714,2021/6/11,Ibaraki,267,9603,0
18715,2021/6/11,Tochigi,251,6298,0
18716,2021/6/11,Gunma,163,7659,0
18717,2021/6/11,Saitama,1168,42910,0
18718,2021/6/11,Chiba,962,36565,0
18719,2021/6/11,Tokyo,3628,159828,0
18720,2021/6/11,Kanagawa,1795,61062,0
18721,2021/6/11,Niigata,144,3150,0
18722,2021/6/11,Toyama,83,1829,0
18723,2021/6/11,Ishikawa,148,3600,3
18724,2021/6/11,Fukui,21,1007,0
18725,2021/6/11,Yamanashi,220,1537,0
18726,2021/6/11,Nagano,133,4771,71
18727,2021/6/11,Gifu,401,8649,0
18728,2021/6/11,Shizuoka,427,8217,0
18729,2021/6/11,Aichi,3157,45413,0
18730,2021/6/11,Mie,224,4919,136
18731,2021/6/11,Shiga,319,4983,0
18732,2021/6/11,Kyoto,442,15592,29
18733,2021/6/11,Osaka,5854,92317,869
18734,2021/6/11,Hyogo,806,38354,9
18735,2021/6/11,Nara,162,7775,0
18736,2021/6/11,Wakayama,25,2520,56
18737,2021/6/11,Tottori,9,448,7
18738,2021/6/11,Shimane,17,531,0
18739,2021/6/11,Okayama,269,7125,19
18740,2021/6/11,Hiroshima,422,10362,199
18741,2021/6/11,Yamaguchi,185,2804,0
18742,2021/6/11,Tokushima,18,1558,0
18743,2021/6/11,Kagawa,72,1969,5
18744,2021/6/11,Ehime,24,2637,0
18745,2021/6/11,Kochi,140,1484,0
18746,2021/6/11,Fukuoka,1906,32438,58
18747,2021/6/11,Saga,47,2503,35
18748,2021/6/11,Kumamoto,209,6069,0
18749,2021/6/11,Oita,98,3303,0
18750,2021/6/11,Miyazaki,36,2983,10
18751,2021/6/11,Kagoshima,206,3340,25
18752,2021/6/11,Okinawa,2287,16810,6
18753,2021/6/12,ALL,31250,724762,1527
18754,2021/6/12,Hokkaido,4572,34653,119
18755,2021/6/12,Aomori,89,2328,0
18756,2021/6/12,Iwate,120,1414,0
18757,2021/6/12,Miyagi,141,8791,7
18758,2021/6/12,Akita,16,727,0
18759,2021/6/12,Yamagata,58,1903,0
18760,2021/6/12,Fukushima,118,4428,0
18761,2021/6/12,Ibaraki,319,9635,0
18762,2021/6/12,Tochigi,261,6322,0
18763,2021/6/12,Gunma,153,7675,0
18764,2021/6/12,Saitama,1110,43051,0
18765,2021/6/12,Chiba,958,36647,0
18766,2021/6/12,Tokyo,3671,160244,0
18767,2021/6/12,Kanagawa,1773,61328,0
18768,2021/6/12,Niigata,154,3157,0
18769,2021/6/12,Toyama,74,1843,0
18770,2021/6/12,Ishikawa,122,3633,3
18771,2021/6/12,Fukui,17,1011,0
18772,2021/6/12,Yamanashi,220,1537,0
18773,2021/6/12,Nagano,126,4785,70
18774,2021/6/12,Gifu,376,8705,0
18775,2021/6/12,Shizuoka,434,8246,0
18776,2021/6/12,Aichi,3002,45710,0
18777,2021/6/12,Mie,213,4942,136
18778,2021/6/12,Shiga,291,5024,0
18779,2021/6/12,Kyoto,416,15645,35
18780,2021/6/12,Osaka,5641,92651,862
18781,2021/6/12,Hyogo,756,38441,1
18782,2021/6/12,Nara,164,7784,0
18783,2021/6/12,Wakayama,25,2523,56
18784,2021/6/12,Tottori,8,449,7
18785,2021/6/12,Shimane,16,533,0
18786,2021/6/12,Okayama,269,7125,30
18787,2021/6/12,Hiroshima,384,10548,84
18788,2021/6/12,Yamaguchi,179,2817,0
18789,2021/6/12,Tokushima,17,1561,0
18790,2021/6/12,Kagawa,64,1978,5
18791,2021/6/12,Ehime,20,2641,0
18792,2021/6/12,Kochi,127,1504,0
18793,2021/6/12,Fukuoka,1818,32584,45
18794,2021/6/12,Saga,43,2505,33
18795,2021/6/12,Kumamoto,185,6100,0
18796,2021/6/12,Oita,92,3316,0
18797,2021/6/12,Miyazaki,36,2983,10
18798,2021/6/12,Kagoshima,190,3364,18
18799,2021/6/12,Okinawa,2266,16985,6
18800,2021/6/13,ALL,30530,727478,2148
18801,2021/6/13,Hokkaido,4453,35468,737
18802,2021/6/13,Aomori,84,2334,0
18803,2021/6/13,Iwate,121,1423,0
18804,2021/6/13,Miyagi,135,8804,7
18805,2021/6/13,Akita,17,727,0
18806,2021/6/13,Yamagata,56,1907,0
18807,2021/6/13,Fukushima,125,4434,0
18808,2021/6/13,Ibaraki,312,9666,0
18809,2021/6/13,Tochigi,258,6333,0
18810,2021/6/13,Gunma,140,7692,0
18811,2021/6/13,Saitama,1066,43157,0
18812,2021/6/13,Chiba,939,36771,0
18813,2021/6/13,Tokyo,3618,160595,0
18814,2021/6/13,Kanagawa,1811,61460,0
18815,2021/6/13,Niigata,150,3166,0
18816,2021/6/13,Toyama,73,1849,0
18817,2021/6/13,Ishikawa,118,3642,3
18818,2021/6/13,Fukui,18,1011,0
18819,2021/6/13,Yamanashi,220,1537,0
18820,2021/6/13,Nagano,124,4794,73
18821,2021/6/13,Gifu,362,8726,0
18822,2021/6/13,Shizuoka,467,8246,0
18823,2021/6/13,Aichi,2842,45986,0
18824,2021/6/13,Mie,219,4954,136
18825,2021/6/13,Shiga,274,5047,0
18826,2021/6/13,Kyoto,416,15680,23
18827,2021/6/13,Osaka,5539,92844,861
18828,2021/6/13,Hyogo,722,38512,0
18829,2021/6/13,Nara,164,7792,0
18830,2021/6/13,Wakayama,25,2524,56
18831,2021/6/13,Tottori,8,449,7
18832,2021/6/13,Shimane,17,533,0
18833,2021/6/13,Okayama,269,7125,36
18834,2021/6/13,Hiroshima,372,10568,101
18835,2021/6/13,Yamaguchi,168,2829,0
18836,2021/6/13,Tokushima,22,1561,0
18837,2021/6/13,Kagawa,59,1984,5
18838,2021/6/13,Ehime,19,2642,0
18839,2021/6/13,Kochi,117,1523,0
18840,2021/6/13,Fukuoka,1738,32709,36
18841,2021/6/13,Saga,38,2515,37
18842,2021/6/13,Kumamoto,159,6134,0
18843,2021/6/13,Oita,86,3322,0
18844,2021/6/13,Miyazaki,40,2983,6
18845,2021/6/13,Kagoshima,179,3390,18
18846,2021/6/13,Okinawa,2226,17129,6
18847,2021/6/14,ALL,28228,730343,1608
18848,2021/6/14,Hokkaido,3716,35764,235
18849,2021/6/14,Aomori,62,2356,0
18850,2021/6/14,Iwate,122,1431,0
18851,2021/6/14,Miyagi,125,8822,5
18852,2021/6/14,Akita,14,729,0
18853,2021/6/14,Yamagata,58,1907,0
18854,2021/6/14,Fukushima,119,4444,0
18855,2021/6/14,Ibaraki,297,9693,0
18856,2021/6/14,Tochigi,237,6371,0
18857,2021/6/14,Gunma,125,7709,0
18858,2021/6/14,Saitama,986,43277,0
18859,2021/6/14,Chiba,914,36887,0
18860,2021/6/14,Tokyo,3348,161071,0
18861,2021/6/14,Kanagawa,1677,61734,0
18862,2021/6/14,Niigata,139,3179,0
18863,2021/6/14,Toyama,67,1860,0
18864,2021/6/14,Ishikawa,110,3655,3
18865,2021/6/14,Fukui,19,1012,0
18866,2021/6/14,Yamanashi,249,1572,0
18867,2021/6/14,Nagano,109,4810,72
18868,2021/6/14,Gifu,323,8775,0
18869,2021/6/14,Shizuoka,376,8346,0
18870,2021/6/14,Aichi,2618,46309,0
18871,2021/6/14,Mie,197,4979,136
18872,2021/6/14,Shiga,252,5079,0
18873,2021/6/14,Kyoto,423,15696,9
18874,2021/6/14,Osaka,5313,93118,860
18875,2021/6/14,Hyogo,669,38588,3
18876,2021/6/14,Nara,160,7799,0
18877,2021/6/14,Wakayama,24,2524,56
18878,2021/6/14,Tottori,7,450,7
18879,2021/6/14,Shimane,17,533,0
18880,2021/6/14,Okayama,269,7125,37
18881,2021/6/14,Hiroshima,375,10621,87
18882,2021/6/14,Yamaguchi,162,2836,0
18883,2021/6/14,Tokushima,22,1561,0
18884,2021/6/14,Kagawa,57,1987,5
18885,2021/6/14,Ehime,19,2642,0
18886,2021/6/14,Kochi,109,1536,0
18887,2021/6/14,Fukuoka,1658,32825,22
18888,2021/6/14,Saga,32,2520,36
18889,2021/6/14,Kumamoto,152,6142,0
18890,2021/6/14,Oita,82,3327,0
18891,2021/6/14,Miyazaki,40,2983,6
18892,2021/6/14,Kagoshima,185,3399,23
18893,2021/6/14,Okinawa,2070,17335,6
18894,2021/6/15,ALL,25809,733965,1526
18895,2021/6/15,Hokkaido,3481,35988,155
18896,2021/6/15,Aomori,55,2366,0
18897,2021/6/15,Iwate,114,1446,0
18898,2021/6/15,Miyagi,104,8850,8
18899,2021/6/15,Akita,14,730,0
18900,2021/6/15,Yamagata,47,1919,0
18901,2021/6/15,Fukushima,112,4451,0
18902,2021/6/15,Ibaraki,280,9724,0
18903,2021/6/15,Tochigi,234,6399,0
18904,2021/6/15,Gunma,115,7725,0
18905,2021/6/15,Saitama,1001,43330,0
18906,2021/6/15,Chiba,896,36990,0
18907,2021/6/15,Tokyo,3287,161457,0
18908,2021/6/15,Kanagawa,1691,61880,0
18909,2021/6/15,Niigata,129,3195,0
18910,2021/6/15,Toyama,60,1872,0
18911,2021/6/15,Ishikawa,100,3668,3
18912,2021/6/15,Fukui,23,1012,0
18913,2021/6/15,Yamanashi,240,1588,0
18914,2021/6/15,Nagano,99,4825,74
18915,2021/6/15,Gifu,290,8821,0
18916,2021/6/15,Shizuoka,361,8386,0
18917,2021/6/15,Aichi,2426,46542,0
18918,2021/6/15,Mie,172,5008,136
18919,2021/6/15,Shiga,218,5126,0
18920,2021/6/15,Kyoto,385,15742,18
18921,2021/6/15,Osaka,4066,94486,845
18922,2021/6/15,Hyogo,589,38686,4
18923,2021/6/15,Nara,147,7830,0
18924,2021/6/15,Wakayama,24,2526,56
18925,2021/6/15,Tottori,5,452,7
18926,2021/6/15,Shimane,14,537,0
18927,2021/6/15,Okayama,269,7125,41
18928,2021/6/15,Hiroshima,349,10682,71
18929,2021/6/15,Yamaguchi,158,2855,0
18930,2021/6/15,Tokushima,20,1564,0
18931,2021/6/15,Kagawa,57,1994,5
18932,2021/6/15,Ehime,16,2647,0
18933,2021/6/15,Kochi,102,1558,0
18934,2021/6/15,Fukuoka,1527,32978,32
18935,2021/6/15,Saga,26,2527,37
18936,2021/6/15,Kumamoto,142,6152,0
18937,2021/6/15,Oita,71,3339,0
18938,2021/6/15,Miyazaki,40,2983,6
18939,2021/6/15,Kagoshima,171,3423,22
18940,2021/6/15,Okinawa,1974,17538,6
18941,2021/6/16,ALL,24317,737235,1704
18942,2021/6/16,Hokkaido,3326,36402,334
18943,2021/6/16,Aomori,49,2372,0
18944,2021/6/16,Iwate,107,1463,0
18945,2021/6/16,Miyagi,96,8865,4
18946,2021/6/16,Akita,14,730,0
18947,2021/6/16,Yamagata,48,1923,0
18948,2021/6/16,Fukushima,109,4465,0
18949,2021/6/16,Ibaraki,278,9747,0
18950,2021/6/16,Tochigi,222,6426,0
18951,2021/6/16,Gunma,103,7741,0
18952,2021/6/16,Saitama,1007,43408,0
18953,2021/6/16,Chiba,873,37124,0
18954,2021/6/16,Tokyo,3402,161831,0
18955,2021/6/16,Kanagawa,1637,62138,0
18956,2021/6/16,Niigata,114,3215,0
18957,2021/6/16,Toyama,56,1881,0
18958,2021/6/16,Ishikawa,88,3684,3
18959,2021/6/16,Fukui,24,1014,0
18960,2021/6/16,Yamanashi,222,1620,0
18961,2021/6/16,Nagano,92,4835,73
18962,2021/6/16,Gifu,269,8854,0
18963,2021/6/16,Shizuoka,349,8418,0
18964,2021/6/16,Aichi,2288,46772,0
18965,2021/6/16,Mie,155,5032,136
18966,2021/6/16,Shiga,207,5155,0
18967,2021/6/16,Kyoto,345,15798,23
18968,2021/6/16,Osaka,3352,95297,837
18969,2021/6/16,Hyogo,543,38771,5
18970,2021/6/16,Nara,146,7840,0
18971,2021/6/16,Wakayama,21,2529,56
18972,2021/6/16,Tottori,4,453,7
18973,2021/6/16,Shimane,12,539,1
18974,2021/6/16,Okayama,269,7125,47
18975,2021/6/16,Hiroshima,327,10716,72
18976,2021/6/16,Yamaguchi,148,2871,0
18977,2021/6/16,Tokushima,20,1567,0
18978,2021/6/16,Kagawa,55,1999,5
18979,2021/6/16,Ehime,17,2648,0
18980,2021/6/16,Kochi,97,1569,0
18981,2021/6/16,Fukuoka,1334,33203,34
18982,2021/6/16,Saga,19,2535,35
18983,2021/6/16,Kumamoto,113,6195,0
18984,2021/6/16,Oita,65,3348,0
18985,2021/6/16,Miyazaki,40,2983,6
18986,2021/6/16,Kagoshima,162,3443,20
18987,2021/6/16,Okinawa,1998,17629,6
18988,2021/6/17,ALL,22969,739870,1481
18989,2021/6/17,Hokkaido,2992,36579,108
18990,2021/6/17,Aomori,37,2384,0
18991,2021/6/17,Iwate,104,1470,0
18992,2021/6/17,Miyagi,94,8873,5
18993,2021/6/17,Akita,11,733,0
18994,2021/6/17,Yamagata,44,1927,0
18995,2021/6/17,Fukushima,111,4472,0
18996,2021/6/17,Ibaraki,271,9769,0
18997,2021/6/17,Tochigi,206,6453,0
18998,2021/6/17,Gunma,93,7752,0
18999,2021/6/17,Saitama,963,43530,0
19000,2021/6/17,Chiba,919,37198,0
19001,2021/6/17,Tokyo,3463,162215,0
19002,2021/6/17,Kanagawa,1684,62275,0
19003,2021/6/17,Niigata,111,3224,0
19004,2021/6/17,Toyama,63,1885,0
19005,2021/6/17,Ishikawa,83,3694,3
19006,2021/6/17,Fukui,27,1016,0
19007,2021/6/17,Yamanashi,208,1640,0
19008,2021/6/17,Nagano,90,4843,74
19009,2021/6/17,Gifu,251,8884,0
19010,2021/6/17,Shizuoka,383,8418,0
19011,2021/6/17,Aichi,2162,46998,0
19012,2021/6/17,Mie,129,5062,136
19013,2021/6/17,Shiga,207,5175,0
19014,2021/6/17,Kyoto,307,15858,17
19015,2021/6/17,Osaka,3009,95736,832
19016,2021/6/17,Hyogo,498,38845,2
19017,2021/6/17,Nara,145,7854,0
19018,2021/6/17,Wakayama,19,2532,56
19019,2021/6/17,Tottori,3,454,7
19020,2021/6/17,Shimane,10,541,1
19021,2021/6/17,Okayama,269,7125,51
19022,2021/6/17,Hiroshima,310,10758,70
19023,2021/6/17,Yamaguchi,135,2884,0
19024,2021/6/17,Tokushima,20,1567,0
19025,2021/6/17,Kagawa,55,2000,5
19026,2021/6/17,Ehime,19,2651,0
19027,2021/6/17,Kochi,93,1583,0
19028,2021/6/17,Fukuoka,1096,33475,34
19029,2021/6/17,Saga,17,2537,34
19030,2021/6/17,Kumamoto,105,6209,0
19031,2021/6/17,Oita,60,3355,0
19032,2021/6/17,Miyazaki,25,3000,10
19033,2021/6/17,Kagoshima,152,3466,30
19034,2021/6/17,Okinawa,1826,17894,6
19035,2021/6/18,ALL,21134,743453,1555
19036,2021/6/18,Hokkaido,2884,36904,252
19037,2021/6/18,Aomori,34,2387,0
19038,2021/6/18,Iwate,100,1479,0
19039,2021/6/18,Miyagi,87,8885,4
19040,2021/6/18,Akita,7,737,0
19041,2021/6/18,Yamagata,42,1929,0
19042,2021/6/18,Fukushima,113,4482,0
19043,2021/6/18,Ibaraki,265,9795,0
19044,2021/6/18,Tochigi,196,6485,0
19045,2021/6/18,Gunma,88,7759,0
19046,2021/6/18,Saitama,896,43659,0
19047,2021/6/18,Chiba,953,37298,0
19048,2021/6/18,Tokyo,3458,162671,0
19049,2021/6/18,Kanagawa,1642,62546,0
19050,2021/6/18,Niigata,102,3234,0
19051,2021/6/18,Toyama,72,1891,0
19052,2021/6/18,Ishikawa,76,3708,3
19053,2021/6/18,Fukui,35,1019,0
19054,2021/6/18,Yamanashi,202,1659,0
19055,2021/6/18,Nagano,77,4861,74
19056,2021/6/18,Gifu,233,8924,0
19057,2021/6/18,Shizuoka,371,8470,0
19058,2021/6/18,Aichi,1987,47265,0
19059,2021/6/18,Mie,128,5077,136
19060,2021/6/18,Shiga,186,5200,0
19061,2021/6/18,Kyoto,276,15905,18
19062,2021/6/18,Osaka,2198,96618,823
19063,2021/6/18,Hyogo,482,38894,1
19064,2021/6/18,Nara,141,7870,0
19065,2021/6/18,Wakayama,14,2537,57
19066,2021/6/18,Tottori,3,454,7
19067,2021/6/18,Shimane,9,541,0
19068,2021/6/18,Okayama,139,7302,7
19069,2021/6/18,Hiroshima,297,10794,68
19070,2021/6/18,Yamaguchi,129,2895,0
19071,2021/6/18,Tokushima,19,1568,0
19072,2021/6/18,Kagawa,50,2008,5
19073,2021/6/18,Ehime,19,2653,0
19074,2021/6/18,Kochi,88,1594,0
19075,2021/6/18,Fukuoka,958,33647,23
19076,2021/6/18,Saga,17,2539,37
19077,2021/6/18,Kumamoto,103,6218,0
19078,2021/6/18,Oita,52,3363,0
19079,2021/6/18,Miyazaki,27,3003,10
19080,2021/6/18,Kagoshima,135,3486,24
19081,2021/6/18,Okinawa,1650,18156,6
19082,2021/6/19,ALL,20257,745653,1484
19083,2021/6/19,Hokkaido,2632,37110,139
19084,2021/6/19,Aomori,32,2390,0
19085,2021/6/19,Iwate,86,1500,0
19086,2021/6/19,Miyagi,84,8891,3
19087,2021/6/19,Akita,7,738,0
19088,2021/6/19,Yamagata,39,1935,0
19089,2021/6/19,Fukushima,108,4497,0
19090,2021/6/19,Ibaraki,271,9822,0
19091,2021/6/19,Tochigi,186,6509,0
19092,2021/6/19,Gunma,81,7769,0
19093,2021/6/19,Saitama,886,43747,0
19094,2021/6/19,Chiba,1012,37357,0
19095,2021/6/19,Tokyo,3456,163057,0
19096,2021/6/19,Kanagawa,1656,62710,0
